label;text
1;Сегодня в Старооскольском центре молодёжных инициатив стартовал наш пилотный курс по первой помощи для волонтёров общероссийской акции #Мывместе💪🏻😎👍🏻
0;Молодежно и со смыслом 🌊
0;======== АРЕНДА-КОМНАТЫ=========    СДАЕТСЯ: 1 МС ул. Молодежная, д. 7, 14 кв.м. С/У на 4.  Хорошее состояние. Кухонная мебель,стол,стулья, диван,стенка,холодильник.  На длительный срок.  6500 руб/мес. все включено.  Тел. +7-904-106-16-14 Евгений.https://vk.com/arenda564999rus
0;🏔Самые долгожданные и незабываемые тренировки в любую погоду - это, конечно, альпинизм!  ❗Занятия альпинизмом требуют определенной подготовки и проходят под контролем профессионального альпиниста с многолетним стажем, с соблюдением техники безопасности.  💥Хочешь испытать себя? Найти единомышленников? Освоить технику вязания узлов и, в конце концов, покорить любую вершину?   🌻Тогда, мы ждем тебя в молодежном центре Подсолнух!    📣Пиши любому из админов группы или приходи в гости: Андреевка, 47А!   📷Фото здесь: https://vk.com/album-194900927_276283879  #мцподсолнух #подсолнух_андреевка #альпинизм #алабушево #кутузово #андреевка #голубое
1;Евгений Люлин принял участие в круглом столе со студентами  Общение важно и для студентов. В День науки в пространстве «Точка Кипения» состоялся круглый стол на тему «Современная наука и образование в контексте реализации молодёжной политики». Студенты ННГУ имени Лобачевского, вместе с экспертами обсудили насущные вопросы образования и вызовы современного общества. Одним из приглашенных экспертов стал председатель Законодательного Собрания Нижегородской области Евгений Люлин. Он поделился со студентами своим опытом в обучении, поиске пути в жизни и рассказал, что думает о современных студентах.  Евгений Люлин - председатель Законодательного Собрания Нижегородской области:«Нам важно знать, что хотят, какие проблемы испытывают о чем мечтают, потому что понимаете, каждый человек, каждый студент это очень важная часть нашего общества. Мы все заинтересованы в том, чтобы каждый студент был успешен, и вот, как достичь этой успешности, я постараюсь вот сегодня, как-то этот разговор завести. И надеюсь, что получу такой, активный ответный отклик».    #НижнийНовгород
0;В связи с проведением плановых ремонтных работ 08.02.21-12.02.2021 с 9-00 до 17-00 (в течение нескольких часов из указанного временного промежутка) будет производиться отключение электроэнергии: ⠀ 🔸09.02.2021г. ⠀ ст. Владимирская: ул. 30лет Победы, ул. Телефонная ⠀ ст. Чернореченская: ул. Советская 1-5, ул. Партизанская 1-25. ⠀ ст. Упорная: ул. Пугачева, ул. Лермонтова, ул. Выездная, ул. Чапаева, ул. Октябрьская, ул. Народная, ул. Заречная. ⠀ Ст. Вознесенская: ул. Молодежная. ⠀ 🔸10.02.2021 г. ⠀ ст. Ахметовская: ул. Краснопартизанская 15-35, ул. Горького 30-45, ул. Петровского 7. ⠀ ст. Упорная: ул. Лермонтова, ул. Обрывная, ул. Крупская, ул. Шевченко, ул. Веселая ⠀ х. П. Синюха: ул. Ленина № 6--8. пер. Школьный № 1,3,4,5. ⠀ п. Веселый-полностью ⠀ 🔸11.02.2021 г. ⠀ Ст. Вознесенская: ул. Молодежная. ⠀ ст. Ахметовская: ул. Кооперативная (1-10) , ул. Набережная (1-18). ⠀ ст. Чамлыкская: ул. Армавирская, ул. Братская ⠀ 🔸12.02.2021 г. ⠀ х. П. Синюха: ул. Ленина № 6--8. пер. Школьный № 1,3,4,5. ⠀ Ст.Упорная: ул. Ленина, ул. Трудовая, ул. Тихая, ул. Крестьянская, ул. Колхозная, ул. Пионерская ⠀ ст. Чамлыкская: ул. Армавирская, ул. Братская ⠀ Лабинские электрические сети приносят жителям извинения за временные неудобства.  © @ labaved.ru
0;‼ Стартовал прием заявок на второй ежегодный конкурс «ЛИЦА РАЙОНА» Московского Агентства общественных проектов ‼  Конкурс проводится в двух номинациях:  - «Моя районная практика»  - «Моя районная инициатива»   Мы ждем молодых специалистов от 18 до 40 лет, у которых есть идеи проектов или успешные социально значимые практики, способные изменить жизнь москвичей к лучшему.   Участвовать могут как индивидуальные конкурсанты, так и команды до 3х человек.
0;Привет! 🔥 Удели мне минуту внимания🌌😊  Недавно Артур Арутюнян https://vk.com/arakiumbit Елена Рышкова https://vk.com/elenaryshkova познакомили меня с очень интересным молодежным проектом.🗒 Я изучил проект и нашел много плюсов➕:  Можно совмещать с учебой/работой📚  Молодежная, активная команда (очень дружный коллектив, который всегда готов помочь и поддержать)🎉 😻  Хороший доход с первых шагов (карьерный рост)💲💵  Много крутых мероприятий и путешествий (в том числе бесплатных)💣  Возможность пассивного дохода (без финансовых рисков)💳    Пиши в лс, если интересно))
0;📌Спасибо программе Вести и телеканалу Россия 1 за поддержку!   🔥Международные дни пройдут в Великом Новгороде!!! 🔥 Сегодня в центре культуры Диалог Великого Новгорода прошла пресс конференция по проведению III Международного Фестиваля-Конкурса «Международные дни искусств в России, Великий Новгород». Фестиваль пройдёт 10 и 11 апреля, приём заявок уже открыт. Можно записаться в номинациях: хореография, вокал, инструментал, ИЗО и ДПИ. Без возрастных ограничений. Богатые премии! Члены жюри: @Игорьматюхов @Борисбодров @Massimocarpergna. Так же в центре Диалог пройдёт выставка известного итальянского художника @ElioCassara с 09.04.21 по 09.05.21. Приглашаем всех на выставку, познакомиться с  удивительным творчеством художника.  Отдельное спасибо Комитету по культуре и молодёжной политике, Константину Хивричу и центру Диалог за поддержку фестивалю. [club86529522|@Festival]&Contest ждёт участников на Фестиваль!!!  Прочитать положение фестиваля: https://festivalcontest.net/rossia/megdunarodniye-dni-iskusstv-v-rossii #artisticdays #velikiynovgorod #festivalcontest #eliocassara
0;Студенты Избербашского филиала ДГУ приняли участие в школьной научно-практической конференции «С наукой в будущее», прошедшей в г. Буйнакске в Дагестанском гуманитарном институте (филиале) ОУП ВО Академии труда и социальных отношений.
0;В 2021 году на открытие новых центров и поддержку деятельности действующих в бюджете Московской области предусмотрено 48,1 млн рублей. В рамках реализации программы по развитию ЦМИТ до конца года в регионе планируется открыть четыре новых центра.
0;Сегодня, 8 февраля 2021 года участники волонтерского отряда Сильна Энтузиазмом молодежь провели занятия в дошкольном отделении нашей школы.  Волонтеры познакомили ребят с судьбами юных героев. Рассказали о их самоотверженном подвиге во время Великой Отечественной войны.  В конце занятия дети нарисовали Подарок своему герою. #школа705
0;Он оставил меня в снегу    До недавнего времени я работал гипнотерапевтом, и я чувствую, что прошло достаточно времени, чтобы я мог, не нарушая кодекса, рассказать, что случилось со мной несколько лет назад.    Из-за личных обстоятельств я был вынужден переехать. Новый город, новый дом, новая практика. Я хотел, чтобы моя практика была в центре города, так что вы можете себе представить, что арендная плата была непомерной. Переехав, я строил свою клиентскую базу с нуля, так что на это уходили все деньги.    От дома, который я арендовал, было довольно далеко ездить на работу, но я не мог позволить себе ничего поближе к центру. Я был еще достаточно молод, так что я был уверен, что смогу наладить дела. К тому же, меня больше не отвлекали от работы брачные узы.    Конечно, в первый день все выглядело немного непривычным. Я ушел на работу, как обычно, прекрасным солнечным утром, сказал привет своему соседу, поздоровался с его двумя детьми, которые играли в палисаднике. Я прыгнул в свой избитый старый аудио и поехал на работу.    Я объехал несколько улиц и удачно нашёл свободную парковку. Я купил себе журнал у уличного торговца, айфона у меня, разумеется, нет. Моя клиентская база была еще мала, и, насколько я знал, у меня было только два пациента во второй половине дня.    Мой офис был расположен на первом этаже в примечательном здании. Это старое здание, представляющее исторический интерес. Такие здания могут быть красивыми, но также немного холодными и со сквозняком.    В это утро понедельника солнце билось через мое окно офиса, и это было прекрасно и тепло. Я сделал себе чашку кофе и откинулся на спинку стула, чтобы прочитать статью. Кажется, я немного задремал, когда раздался стук в дверь.    Молодая девушка, которая пришла ко мне, долго не решалась зайти. Ну, знаете, люди часто паникуют, когда слышат о гипнотерапии, потому что они думают, будто вы собираетесь заставить их кудахтать, как курица или разузнать их глубокие темные секреты, которыми они не хотят делиться. Ее проблема заключалась в том, что ее жених поставил ей ультиматум: либо отказаться от сигарет, либо свадьбы не будет. Она сама очень старалась и полагала, я смогу ей помочь. Я заверил ее, что я могу решить её проблему. Было так необычно в свой первый рабочий день начинать сразу с сеанса.    Для своих клиентов я всегда объяснял гипноз так: ваш мозг работает на двух уровнях, ваше сознание и ваше подсознание. Ваше подсознание является гораздо более мощным инструментом. Вот почему у вас появляются потрясающие идеи, когда вы не обращаете особое внимание на какие-то рутиные действия и вот почему вещи, которые вы не можете вспомнить сознательно, вы вспоминаете, когда переключаетесь на что-то другое. Поэтому я всегда рекомендую отдыхать или ложиться спать перед принятием трудных решений    Гипноз является одной из форм глубокой релаксации. Идея заключается в том, что ваш сознательный мозг почти отключается, и вы открываете доступ к своему подсознанию. Вы не спите, но поддаётесь глубокому внушению. Это прекрасное время для того, чтобы использовать когнитивную терапию, которая исправляет ваше неправильное мышление, возникающее из-за стрессов. Каждый по-разному реагирует на это. Некоторые люди впадают в гораздо более глубокое состояние релаксации, чем другие, но нельзя в действительности загипнотизировать того, кто этого не хочет. У нашего мозга существует защита от такого рода манипуляций.    Процедура проходила как обычно, но вдруг девушка сказала Он оставил меня на снегу.    Случайные воспоминания не редкость для пациентов, и это, похоже, не соответствуют тому, что мы пытаемся достичь, так что я не обратил внимания и продолжил.    Сессия прошла хорошо, и мы договорились ещё об одной встречи в это же время на следующей неделе.    Следующие несколько дней шли буднично, до второй половины четверга. В 3 часа дня ко мне пришёл парень, чтобы избавиться от фобии. Сеанс проходил хорошо, пока он не вздохнул и сказал: Он оставил меня в снегу    Я, честно, не знал, что делать. Люди могут видеть странные вещи, когда они находятся под гипнозом, и как я говорил, они очень внушаемы. Я подумал, неужели я об этом упомянул каким-то образом. Я полагаю, что нет.    На следующей неделе всё стало намного хуже. В течение всей следующей недели все больше и больше из моих клиентов повторяли эту фразу: Он оставил меня в снегу    В пятницу это меня совершенно доканало. Я начинал страшиться своего следующего сеанса, особенно, будучи один в офисе. Утром у меня было слишком много времени, чтобы прислушаться к скрипам и стонам старого здания. У меня был только один клиент в тот день, и я решил проверить, смогу ли я добраться до сути этой странной проблемы.    Этот конкретный клиент был очень внушаем и очень глубоко впадал в гипнотическое состояние. Я признаюсь, это было с этической точки зрения не очень компетентно, но я чувствовал, что должен добраться до сути вещей. Я сказал себе, что не буду совать нос в подлинные скрытые воспоминания и я был уверен, что я достаточно хорош в своей работе, чтобы случайно не вызвать ложные воспоминания или как-то навредить клиенту.    Спустя 20 минут, когда мы успешно боролись с её тревогой, она, как я и ожидал, сказала:    Он оставил меня в снегу    Вы хотите рассказать мне об этом?    Он сказал, что я заслужила это, потому что я не помыла посуду. У меня было так много дел. У меня не было времени. Я знала, что он будет зол на меня, но я недосмотрела за готовкой обеда и всё испортила. У меня не было времени.    Как вас зовут?    Мэри. Мне было так холодно. Снег был настолько глубоким. Я пыталась ходить вокруг, чтобы сохранить тепло, но я была сонной. Я сидела на пороге и хотела, чтобы он впустил меня, но он так и не открыл дверь    Затем моей пациентке стало не по себе, поэтому я вернул её в прежнее состояние.    Я никогда не был так рад уйти с работы, как в тот вечер. Я чувствовал, что у меня было больше вопросов, чем ответов, и я был искренне обеспокоен тем, что это будет продолжаться до конца моей профессиональной практики, если я не доберусь до сути или не сойду с ума прежде, чем получу ответы. Я был уверен, что это не реинкарнация. Я лично никогда не сталкивался с случаями на протяжении всей моей карьеры, которые бы ставили меня в тупик. Может быть, в этом старом здании был какой-то призрак, который пытался говорить со мной через моих пациентов? Я не мог точно предположить. Я ехал домой в очень плохом настроении.    Когда я вернулся домой, я присел на скамейку в своем саду, под лучи заходящего солнца, и смотрел, как соседские детишки играли в прятки. И как я уже упоминал ранее, моё подсознание собиралось навести меня на определённые мысли. Нужно выспаться.    Мое хорошее настроение было недолгим. На следующее утро погода ухудшилось. Предыдущие солнечные дни предвещали наступление грозы. Я был разбужен громким звуком раскатов грома, и вдруг я вспомнил, что я оставил свой блокнот на скамейке.    Я вскочил с кровати и выбежал на улицу в халате, чтобы забрать записи, и к тому времени, когда я вернулся в дом, я уже весь промок. Я пошел прямо в ванную и долго принимал горячий душ. Когда я вылез из ванны, паром на зеркале было написано так холодно много раз, снова и снова.    Что я сделал? Я мысленно закричал. Ну...знаете... такой немой крик, когда хочешь закричать, но не можешь, потому что парализован ужасом. Если эта хрень может следовать за мной, то я никогда не избавлюсь от неё. Я быстро оделся, выбежал в гостиную, глядя из переднего окна на неопрятный сад и сильный дождь.    Именно тогда раздался стук в дверь. Когда я открыл дверь, на пороге стояли двое детей.    Можем войти? - спросил мальчик, отец выпивает. В наши дни я бы и не подумал кого-то впускать в дом, но тут был особенный случай - ливень и сосед-алкоголик, да и мне спокойнее будет в компании мелкого пацана и его старшей сестры. Я пошёл на кухню чтобы чего-нибудь выпить, как услышал детские крики Мама вернулась с работы!.    Остальная часть выходных прошла довольно обычно. Я побаивался выходить на работу на следующей неделе, но до среды не происходило ничего необычного, и я немного подуспокоился. В тот же вечер я сидел на скамейке в саду после работы с бутылочкой пива, как заметил маленького мальчика по соседству, который играл в своем саду с машинкой.    Привет - сказал я ему через забор.    Привет - ответил он.    Где твоя сестра?    Она не моя сестра, сказал он, и я думаю, что она ушла. Мэри жила в вашем саду. Я почувствовал, как холод пробежал по моей спине.    Мальчик посмотрел мне в глаза и сказал: Она была очень рада тому, что вы позволили ей вернуться в дом, чтобы снова согреться
1;Приглашаем активную, позитивную и талантливую молодежь вступить в ряды Совета молодежи при администрации Печенгского муниципального округа!  Возрастная категория: от 14 до 35 лет.  Основными направлениями деятельности Совета являются: - участие членов Совета в работе органов местного самоуправления по инновационному развитию Печенгского муниципального округа через раскрытие талантов и реализацию потенциала личности в сфере молодежной политики - внесение предложений и рекомендаций по решению вопросов, связанных с молодежной политикой, в органы местного самоуправления Печенгского муниципального округа - сбор, обработка, анализ информации о проблемах в молодежной среде и доведение ее до органов местного самоуправления - участие в организации и проведении молодежных мероприятий округа.  Заполняй анкету, которая приложена ниже и отправляй ее на адрес с пометкой Молодежный совет: sport_pechenga@mail.ru  Если появились вопросы, то их можно задать по телефону: 8 (815)54 5-13-63 - Лапинская Юлия Юрьевна, ведущий специалист отдела спорта и молодежной политики.
0;11 лyчшиx книг пo финaнcaм для тex, кoмy нeт 30  Paзyмнoe yпpaвлeниe личными финaнcaми для мнoгиx из нac кaжeтcя чeм-тo нeдocтижимым. B тo жe вpeмя в любoм книжнoм мaгaзинe мoжнo нaйти бoльшoe кoличecтвo книг, кoтopыe coвeтyют, кaк пpaвильнo тpaтить, мyдpo инвecтиpoвaть и зapaбaтывaть мнoгo дeнeг. Ho вce эти coвeты нepaвнoцeнны и чacтo aдpecoвaны aбcтpaктнoй ayдитopии.  Чтo кacaeтcя мoлoдыx людeй, тo oни xoтят книги, кoтopыe нaпиcaны нa дocтyпнoм языкe и пpeдлaгaют кoнкpeтный плaн пo быcтpoмy пoгaшeнию дoлгoв. Чтoбы oблeгчить зaдaчy c выбopoм oптимaльнoй литepaтypы для мoлoдeжи, издaниe Business Insider cocтaвилo cпиcoк лyчшиx финaнcoвыx книг, кoтopыe дoлжeн пpoчитaть кaждый чeлoвeк дo 30-гo дня poждeния.   COCEД-MИЛЛИOHEP (THE MILLIONAIRE NEXT DOOR) Aвтopы: Toмac Cтeнли и Уильям Дaнкo  B издaннoй eщe в 1996 г. книгe aвтopы пepeчиcляют ocнoвныe чeлoвeчecкиe кaчecтвa, кoтopыe пoмoгaют cтaть бoгaтым.   Kpoмe тoгo, читaтeлю coвeтyют тpaтить мeньшe, чeм oни зapaбaтывaют, и дивepcифициpoвaть cвoй инвecтициoнный пopтфeль.   ИHBECTИЦИOHHЫЙ OTBET (THE INVESTMENT ANSWER) Aвтopы: Дaниэль Гoлди и Гopдoн Meppэ   Kнигa пpeдcтaвляeт coбoй нeкий инвecтициoнный гид и фoкycиpyeт внимaниe нa peшeнияx, кoтopыe paнo или пoзднo дoлжeн пpинять кaждый инвecтop.   Cлeдyeт инвecтиpoвaть caмocтoятeльнo или c пoмoщью пpoфeccиoнaлa, кaк cлeдyeт pacпpeдeлять cpeдcтвa мeждy aкциями, oблигaциями и нaличными и, нaкoнeц, кoгдa пpaвильнo пoкyпaть или пpoдaвaть aктивы? Ha эти и дpyгиe вoпpocы в книгe дaютcя oтвeты.  Я HAУЧУ BAC CTATЬ БOГATЫM (I WILL TEACH YOU TO BE RICH) Aвтop: Paмит Cecи  B книгe пpeдлaгaeтcя шecтинeдeльнaя пpoгpaммa пo yпpaвлeнию личными финaнcaми для тex, кoмy нeт 35 лeт.  Aвтop oбeщaeт нayчить, кaк зapaбoтaть мaкcимyм дeнeг и вмecтe c тeм нacлaждaтьcя жизнью.   PAЗMЫШЛЯЯ БЫCTPO И MEДЛEHHO (THINKING, FAST AND SLOW) Aвтop: Дaниэль Kaнeмaн   Лaypeaт Hoбeлeвcкoй пpeмии пo экoнoмикe aнaлизиpyeт двa мeтoдa paзмышлeний: быcтpый и эмoциoнaльный, дpyгoй – мeдлeнный и paциoнaльный.   Aвтop тaкжe дaeт coвeты, кaк пpинимaть пpaвильныe peшeния в бизнece и личнoй жизни.   ABTOMATИЧECKИЙ MИЛЛИOHEP: ЭФФEKTИBHЫЙ ПЛAH ДOCTИЖEHИЯ БOГATCTBA (THE AUTOMATIC MILLIONAIRE: A POWERFUL ONE-STEP PLAN TO LIVE AND FINISH RICH) Aвтop: Дэвид Бax  B книгe дaютcя пpaктичecкиe coвeты дocтижeния финaнcoвoй нeзaвиcимocти.   B пepвyю oчepeдь дyмaйтe o ceбe, - peкoмeндyeт aвтop. - Cдeлaйтe тaк, чтoбы из кaждoй вaшeй зapплaты aвтoмaтичecки пepeчиcлялacь oпpeдeлeннaя cyммa нa cбepeгaтeльный cчeт, и эти дeньги нe тpaтьтe нa пoвceднeвныe нyжды.   BЫ - ДEHЬГИ: ЖИBИ KAK БOГAЧ, ДAЖE ECЛИ ИM HE ЯBЛЯEШЬCЯ (YOU'RE SO MONEY: LIVE RICH, EVEN WHEN YOU'RE NOT) Aвтop: Фapнyш Topaби  Kнигa нaпиcaнa для тex, ктo тoлькo нaчинaeт cвoю тpyдoвyю жизнь, пoлyчaeт нeбoльшyю зapплaтy, нo любит xopoшo oтдoxнyть и paзвлeчьcя c дpyзьями.   Aвтop дaeт coвeты, кaк экoнoмить и бaлaнcиpoвaть cвoй бюджeт.   KAK HE ИMETЬ ДOЛГOB K 30 ГOДAM: ПPAKTИЧECKИE COBETЫ ДЛЯ MOЛOДЫX ЛЮДEЙ, У KOTOPЫX HET ДEHEГ (DEBT-FREE BY 30: PRACTICAL ADVICE FOR THE YOUNG, BROKE, AND UPWARDLY MOBILE) Aвтopы: Джeйcoн Aнтoни и Kapл Kлaк  Kнигa нaпиcaнa мoлoдыми людьми, кoтopыe caми имeли бoльшиe дoлги, нo cмoгли paccчитaтьcя co вceми кpeдитopaми к 30 гoдaм.   ФИHAHCOBAЯ KHИГA ДЛЯ MOЛOДЫX, ПPEKPACHЫX И БEЗДEHEЖHЫX (THE MONEY BOOK FOR THE YOUNG, FABULOUS & BROKE) Aвтop: Cюзи Opмaн  B книгe aвтop yчит, кaк дocpoчнo выплaтить cтyдeнчecкий кpeдит, пoгacить дoлг пo кpeдитнoй кapтoчкe, a тaкжe дaeт oтвeты нa дpyгиe финaнcoвыe вoпpocы, кoтopыe, кaк пpaвилo, вoзникaют y мoлoдыx людeй.   ПOBEДEHЧECKИE ПPOBAЛЫ: ПPOCTЫE CПOCOБЫ ПEPECTATЬ COBEPШATЬ ГЛУПOCTИ C ДEHЬГAMИ (THE BEHAVIOR GAP: SIMPLE WAYS TO STOP DOING DUMB THINGS WITH MONEY) Aвтop: Kapл Pичapдc  Финaнcoвый кoнcyльтaнт Pичapдc нaзывaeт типичныe финaнcoвыe oшибки: пycтaя тpaтa дeнeг пoкyпкa пo cлишкoм выcoкoй цeнe пoкyпкa бecпoлeзныx aктивoв.   ПCИXOЛOГИЯ ИHBECTИPOBAHИЯ (THE PSYCHOLOGY OF INVESTING) Aвтop: Джoн Hoфcингep  Пpoфeccop финaнcoв Унивepcитeтa штaтa Baшингтoн Джoн Hoфcингep paccмaтpивaeт пcиxoлoгию пoвeдeния инвecтopa, a тaкжe дaeт coвeты, кaк paзyмнo инвecтиpoвaть.   ДOЛГ ПOKOЛEHИЯ: KOHTPOЛИPУЙTE CBOИ ДEHЬГИ (GENERATION DEBT: TAKE CONTROL OF YOUR MONEY) Aвтop: Kapмeн Улpич  Бывший вeдyщий тeлeкaнaлa CNBC дaeт coвeты пo бaлaнcиpoвaнию личнoгo бюджeтa, быcтpoмy пoгaшeнию кpeдитa и дoлгa пo кpeдитнoй кapтoчкe. Bce o бизнece и нe тoлькo
